"","Speaker","Text","Scene","Episode","line_order_in_episode"
"2460","miss o'brien"," Daisy, you know when you were talking about the feeling of death in the house...",12,"01x05 - Episode Five",121
"2461","daisy mason"," I was just being silly.",12,"01x05 - Episode Five",122
"2462","miss o'brien"," I found myself wondering about the connection between the poor Turkish gentleman, Mr Pamuk, and Lady Mary's room. Only, you were saying how you felt so uncomfortable in there.",12,"01x05 - Episode Five",123
"2463","daisy mason"," Well, I've...I've got to get on. I'm late enough as it is.",12,"01x05 - Episode Five",124
"2464","matthew"," Hello. Is everything all right?",12,"01x05 - Episode Five",125
"2465","lady mary"," Oh, hello. I'm about to send a telegram",12,"01x05 - Episode Five",126
"2466","matthew"," Oh.",12,"01x05 - Episode Five",127
"2467","lady mary"," Papa's sister is always nagging him to send supplies to London, and then we cable her so her butler can be at King's Cross to meet them. It's idiotic, really.",12,"01x05 - Episode Five",128
"2468","matthew"," Is this Lady Rosamund Painswick?",12,"01x05 - Episode Five",129
"2469","lady mary"," You have done your homework.",12,"01x05 - Episode Five",130
"2470","matthew"," She wrote to welcome me into the family, which I thought pretty generous, given the circumstances.",12,"01x05 - Episode Five",131
"2471","lady mary"," It's easy to be generous when you have nothing to lose. So, you doing any more church visiting with Edith?",12,"01x05 - Episode Five",132
"2472","matthew"," My mother's trying to set something up.",12,"01x05 - Episode Five",133
"2473","lady mary"," Well, watch out. I think she has big plans for you.",12,"01x05 - Episode Five",134
"2474","matthew"," Then she's in for an equally big disappointment.",12,"01x05 - Episode Five",135
"2475","daisy mason"," Is it all right to do the fire?",13,"01x05 - Episode Five",136
"2476","anna bates"," Why are you so late?",13,"01x05 - Episode Five",137
"2477","daisy mason"," I went back to my room after I'd woken everyone and I just shut my eyes for a moment. I've been trying to catch up ever since.",13,"01x05 - Episode Five",138
"2478","anna bates"," Have you had any breakfast?",13,"01x05 - Episode Five",139
"2479","daisy mason"," Not a crumb.",13,"01x05 - Episode Five",140
"2480","anna bates"," Here.",13,"01x05 - Episode Five",141
"2481","gwen"," Wait—you can't take a biscuit.",13,"01x05 - Episode Five",142
"2482","anna bates"," She never eats them. None of them do. Just thrown away and changed every evening.",13,"01x05 - Episode Five",143
"2483","daisy mason"," Thanks. She won't mind anyway. She's nice, Lady Sybil.",13,"01x05 - Episode Five",144
"2484","mr carson"," Gwen? May I ask why you're sitting on Lady Sybil's bed?",13,"01x05 - Episode Five",145
"2485","gwen"," Well, you see, I had a turn - like a burst of sickness - just sudden like. I had to sit down.",13,"01x05 - Episode Five",146
"2486","anna bates"," It's true.",13,"01x05 - Episode Five",147
"2487","mr carson"," You better go and lie down. I'll tell Mrs Hughes.",13,"01x05 - Episode Five",148
"2488","gwen"," I don't need to interrupt her morning. I'm sure I'll be fine if I could just put my feet up.",13,"01x05 - Episode Five",149
"2489","mr carson"," And how many bedrooms have you still got to do?",13,"01x05 - Episode Five",150
"2490","anna bates"," Just one. Lady Edith.",13,"01x05 - Episode Five",151
"2491","mr carson"," And you can manage on your own?",13,"01x05 - Episode Five",152
"2492","anna bates"," Well, she's no use to man or beast in that state. Go on. Shoo.",13,"01x05 - Episode Five",153
"2493","mr carson"," Daisy, may I ask why you're holding Lady Sybil's biscuit jar?",13,"01x05 - Episode Five",154
"2494","daisy mason"," Er...I was just polishing it before I put it back.",13,"01x05 - Episode Five",155
"2495","mr carson"," See that you do.",13,"01x05 - Episode Five",156
"2496","mrs patmore"," I'm sorry, but I can't do more than my best.",14,"01x05 - Episode Five",157
"2497","mrs hughes"," Is there some difficulty Your Ladyship?",14,"01x05 - Episode Five",158
"2498","cora, countess of grantham"," Dear Mrs Hughes, as you know, we're giving dinner on Friday for Sir Anthony Strallan.",14,"01x05 - Episode Five",159
"2499","mrs hughes"," Yes, milady.",14,"01x05 - Episode Five",160
"2500","cora, countess of grantham"," Well, it seems he's particularly fond of a certain new pudding. It's called Apple Charlotte. Do you know it?",14,"01x05 - Episode Five",161
"2501","mrs hughes"," I—I'm not sure.",14,"01x05 - Episode Five",162
"2502","cora, countess of grantham"," His sister, Mrs Chetwood, sent me the receipt. I'm trying to persuade Mrs Patmore to make it.",14,"01x05 - Episode Five",163
"2503","mrs patmore"," And I'm trying to persuade Her Ladyship that I have already planned the dinner with her, and I can't change it now.",14,"01x05 - Episode Five",164
"2504","mrs hughes"," Why not?",14,"01x05 - Episode Five",165
"2505","cora, countess of grantham"," Because everything's been ordered and prepared.",14,"01x05 - Episode Five",166
"2506","mrs hughes"," Well, there's nothing here that looks very complicated. Apples, lemons, butter...",14,"01x05 - Episode Five",167
"2507","mrs patmore"," I cannot work from a new receipt at a moment's notice!",14,"01x05 - Episode Five",168
"2508","daisy mason"," But I can read it to you, if that's the problem.",14,"01x05 - Episode Five",169
"2509","mrs patmore"," Problem? Who mentioned a problem? How dare you say such a thing in front of Her Ladyship?",14,"01x05 - Episode Five",170
"2510","cora, countess of grantham"," Very well. We'll try it another time when you've had longer to prepare. We'll stay with the raspberry meringue.",14,"01x05 - Episode Five",171
"2511","mrs hughes"," And very nice it'll be, too.",14,"01x05 - Episode Five",172
"2512","cora, countess of grantham"," I'm sure.",14,"01x05 - Episode Five",173
"2513","mrs patmore"," Have you taken leave of your senses?",14,"01x05 - Episode Five",174
"2514","mrs hughes"," I'm so sorry about that, milady.",14,"01x05 - Episode Five",175
"2515","cora, countess of grantham"," Never mind. I was asking a lot. Do look after that girl.",14,"01x05 - Episode Five",176
"2516","mrs hughes"," Daisy? She's used to it. She'll be all right.",14,"01x05 - Episode Five",177
"2517","cora, countess of grantham"," I wonder. Mrs Patmore looks ready to eat her alive.",14,"01x05 - Episode Five",178
"2518","daisy mason"," I was only try to help.",14,"01x05 - Episode Five",179
"2519","mrs patmore"," Oh! Judas was only trying to help, I suppose, when he brought the Roman soldiers to the garden!",14,"01x05 - Episode Five",180
"2520","gwen"," Well, I had to let the skirt down a little, but I can put it back.",15,"01x05 - Episode Five",181
"2521","lady sybil"," No, it's yours. What will happen if one of the maids finds your room is empty?",15,"01x05 - Episode Five",182
"2522","gwen"," Oh, it would only be Anna, and she wouldn't give me away. She's like a sister. She'd never betray me.",15,"01x05 - Episode Five",183
"2523","lady sybil"," Oh, well, then she's not like my sisters. Walk on.",15,"01x05 - Episode Five",184
"2524","mr bates"," Shall I give you a hand?",16,"01x05 - Episode Five",185
"2525","anna bates"," Oh, would you? It takes half the time with two.",16,"01x05 - Episode Five",186
"2526","mr bates"," I always feel a bit sorry for Lady Edith.",16,"01x05 - Episode Five",187
"2527","anna bates"," Me, too. Although I don't know why, when you think what she's got and what we haven't.",16,"01x05 - Episode Five",188
"2528","mr bates"," Mrs Hughes said she was after the other heir, Mr Patrick Crawley, the one who drowned.",16,"01x05 - Episode Five",189
"2529","anna bates"," That was different. She was in love with him.",16,"01x05 - Episode Five",190
"2530","mr bates"," What happened?",16,"01x05 - Episode Five",191
"2531","anna bates"," She never got her luck in. He was always set up to marry Lady Mary.",16,"01x05 - Episode Five",192
"2532","mr bates"," Then he's a braver man than I am, Gunga Din. Sad to think about.",16,"01x05 - Episode Five",193
"2533","anna bates"," It's always sad when you love someone who doesn't love you back, no matter who you are.",16,"01x05 - Episode Five",194
"2534","mr bates"," No, I mean, it's sad that he died.",16,"01x05 - Episode Five",195
"2535","anna bates"," Oh. Yes. Very sad. He was nice. Well, thank you for that. Much appreciated.",16,"01x05 - Episode Five",196
"2536","mr bates"," My pleasure. Perhaps Mr Patrick did love her back, he just couldn't say it.",16,"01x05 - Episode Five",197
"2537","anna bates"," Why ever not?",16,"01x05 - Episode Five",198
"2538","mr bates"," Sometimes we're not at liberty to speak. Sometimes it wouldn't be right.",16,"01x05 - Episode Five",199
"2539","secretary"," Take a seat.",17,"01x05 - Episode Five",200
"2540","violet, dowager countess of grantham"," The flower show? Oh, I thought I was in for another telling off about the hospital.",18,"01x05 - Episode Five",201
"2541","isobel crawley"," No, this time it's the flower show. I've been to see old Mr Molesley's garden and his roses are the most beautiful I've ever laid eyes on.",18,"01x05 - Episode Five",202
"2542","violet, dowager countess of grantham"," Go on.",18,"01x05 - Episode Five",203
"2543","isobel crawley"," You may not know it, but I believe the committee feel obliged to give you the cup for the best bloom as a kind of local tradition.",18,"01x05 - Episode Five",204
"2544","violet, dowager countess of grantham"," No, no, I d—I do not know that. I thought I usually won the prize for best bloom in the village because my garden had grown the best bloom in the village.",18,"01x05 - Episode Five",205
"2545","isobel crawley"," Yes. But you don't usually win, do you? You always win.",18,"01x05 - Episode Five",206
"2546","violet, dowager countess of grantham"," Yes. I have been very fortunate in that regard.",18,"01x05 - Episode Five",207
"2547","isobel crawley"," But surely, when Mr Molesley's garden is so remarkable, and he's so very proud of his roses—",18,"01x05 - Episode Five",208
"2548","violet, dowager countess of grantham"," You talk of Mr Molesley's pride? What about my gardener's pride? Is he to be sacrificed on the altar of Molesley's ambition?",18,"01x05 - Episode Five",209
"2549","isobel crawley"," All I'm asking is that you release them from any obligation to let you win. Why not just tell them to choose whichever flower is best?",18,"01x05 - Episode Five",210
"2550","violet, dowager countess of grantham"," But that is precisely what they already know...and do.",18,"01x05 - Episode Five",211
"2551","mr bates"," I'm sorry, my lord, I didn't think you'd be in here.",20,"01x05 - Episode Five",212
"2552","robert, earl of grantham"," Are my eyes deceiving me, or is one of these missing?",20,"01x05 - Episode Five",213
"2553","mr bates"," I don't know them well enough.",20,"01x05 - Episode Five",214
"2554","robert, earl of grantham"," No, why would you? There's a very pretty little blue one with a miniature framed in French paste. It was made for a German prince, I forget who. Unless it's been moved for some reason...but why would it be?",20,"01x05 - Episode Five",215
"2555","lady sybil"," Can you help? I should be so grateful. Our horse has cast his shoe. Is there a smithy nearby?",21,"01x05 - Episode Five",216
"2556","stranger"," Ah, you can try old Crump in the next village.",21,"01x05 - Episode Five",217
"2557","lady sybil"," Thank you.",21,"01x05 - Episode Five",218
"2558","gwen"," Thank you.",21,"01x05 - Episode Five",219
"2559","lady sybil"," See? Help is at hand. And at least it happened on the way home.",21,"01x05 - Episode Five",220
"2560","gwen"," They'll all be worried about you, and if they check on me, I'm finished.",21,"01x05 - Episode Five",221
"2561","anna bates"," Is Her Ladyship wearing that now?",22,"01x05 - Episode Five",222
"2562","miss o'brien"," Oh, no, this is for Friday night. I just thought I'd give it a press while I had the time.",22,"01x05 - Episode Five",223
"2563","anna bates"," You don't know what's happened to Lady Sybil, do you? I've got the changes ready for the other two, but there's no sign of her.",22,"01x05 - Episode Five",224
"2564","miss o'brien"," Don't you start. I've had Her Majesty on at me all afternoon.",22,"01x05 - Episode Five",225
"2565","william"," Mr Carson says he'll fetch the police if she's not back soon.",22,"01x05 - Episode Five",226
"2566","stranger 2"," Sorry, Miss, but Mr Crump's staying over at the Skelton estates tonight. He's working there all week.",23,"01x05 - Episode Five",227
